ts_code,ann_date,nav_date,unit_nav,accum_nav,accum_div,net_asset,total_netasset,adj_nav,update_flag
011815.OF,20230417,20230331,0.7343,0.7343,,279071275.18,279071275.18,0.7343,1
011815.OF,20230120,20221231,0.6814,0.6814,,263637021.02,263637021.02,0.6814,1
010878.OF,20230422,20230331,0.8159,0.8159,,69316930.79,69316930.79,0.8159,1
010878.OF,20230120,20221231,0.8046,0.8046,,82173918.17,82173918.17,0.8046,1
011018.OF,20230421,20230331,1.1002,1.1002,,210358988.47,224916757.17,1.1002,1
011018.OF,20230120,20221231,1.0733,1.0733,,299665966.12,314839591.3,1.0733,1
011685.OF,20230421,20230331,1.1333,1.1333,,26349735.17,46853611.06,1.1333,1
011685.OF,20230120,20221231,1.0279,1.0279,,23814917.71,42401640.71,1.0279,1
910009.OF,20230421,20230331,4.2557,4.8097,,607255175.46,607255175.46,4.2557,1
910009.OF,20230120,20221231,4.3516,4.9056,,652680052.47,652680052.47,4.3516,1
011503.OF,20230421,20230331,0.839,0.839,,293924343.16,293924343.16,0.839,1
011503.OF,20230120,20221231,0.8671,0.8671,,308061395.87,308061395.87,0.8671,1
010944.OF,20230421,20230331,0.8634,0.8634,,81921401.84,134097199.61,0.8634,1
010944.OF,20230118,20221231,0.9342,0.9342,,94062110.31,159329997.16,0.9342,1
011144.OF,20230421,20230331,0.961,0.961,,78765387.16,109858981.22,0.961,1
011144.OF,20230120,20221231,0.7926,0.7926,,63541427.56,83454062.47,0.7926,1
011069.OF,20230421,20230331,0.7539,0.7539,,1315767701.84,1491440330.19,0.7539,1
011069.OF,20230120,20221231,0.7265,0.7265,,1299348923.92,1481008455.94,0.7265,1
011601.OF,20230422,20230331,0.4945,0.4945,,120659185.86,198320093.3,0.4945,1
011601.OF,20230120,20221231,0.5064,0.5064,,125641447.14,208127012.94,0.5064,1
011389.OF,20230420,20230331,0.6341,0.6341,,35680534.25,35680534.25,0.6341,1
011389.OF,20230120,20221231,0.6135,0.6135,,35101446.74,35101446.74,0.6135,1
011384.OF,20230422,20230331,0.8685,0.8685,,105982807.67,126965084.4,0.8685,1
011384.OF,20230120,20221231,0.8224,0.8224,,104369907.37,124570613.67,0.8224,1
011826.OF,20230421,20230331,0.9399,0.9399,,967549207.05,1246512520.8,0.9399,1
011826.OF,20230120,20221231,0.9259,0.9259,,996470696.74,1302474208.93,0.9259,1
010870.OF,20230421,20230331,1.0512,1.0512,,201288904.48,201292414.37,1.0512,1
010870.OF,20230120,20221231,1.0288,1.0288,,242669871.64,242669871.64,1.0288,1
011542.OF,20230421,20230331,0.8215,0.8215,,1528762122.16,1528762122.16,0.8215,1
011542.OF,20230120,20221231,0.7941,0.7941,,1476639566.35,1476639566.35,0.7941,1
010690.OF,20230421,20230331,0.8857,0.8857,,54992617.11,71444385.44,0.8857,1
010690.OF,20230120,20221231,0.8318,0.8318,,53021288.48,68106060.62,0.8318,1
011397.OF,20230421,20230331,1.0619,1.0619,,35658574.05,65982876.06,1.0619,1
011397.OF,20230118,20221231,1.0374,1.0374,,37533732.94,70164086.39,1.0374,1
011501.OF,20230422,20230331,0.9551,0.9551,,396089187.36,403553715.98,0.9551,1
011501.OF,20230120,20221231,0.9303,0.9303,,385819306.11,393099260.24,0.9303,1
010545.OF,20230421,20230331,1.0688,1.0688,,46254986.56,75070148.69,1.0688,1
010545.OF,20230120,20221231,1.0561,1.0561,,38844244.06,50113448.99,1.0561,1
011435.OF,20230422,20230331,0.7291,0.7291,,1297836858.85,2215241755.46,0.7291,1
011435.OF,20230120,20221231,0.7093,0.7093,,1298147974.39,2213116793.39,0.7093,1
011457.OF,20230421,20230331,0.9568,0.9568,,96377360.62,96377360.62,0.9568,1
011457.OF,20230120,20221231,1.0179,1.0179,,94478783.12,94478783.12,1.0179,1
011603.OF,20230421,20230331,0.8831,0.8831,,68699979.46,120568649.43,0.8831,1
011603.OF,20230120,20221231,0.8359,0.8359,,61113383.31,112093108.18,0.8359,1
011488.OF,20230421,20230331,1.1449,1.1449,,1042590838.17,1042590838.17,1.1449,1
011488.OF,20230120,20221231,1.0537,1.0537,,977788499.32,977788499.32,1.0537,1
011550.OF,20230421,20230331,0.8253,0.8253,,128735729.17,145968954.08,0.8253,1
011550.OF,20230120,20221231,0.7631,0.7631,,122562497.08,139379184.76,0.7631,1
011585.OF,20230422,20230331,0.8206,0.8206,,1020199178.03,1123343322.87,0.8206,1
011585.OF,20230120,20221231,0.7833,0.7833,,1002595723.01,1103888387.21,0.7833,1
011562.OF,20230421,20230331,1.0322,1.0322,,843505930.07,843505930.07,1.0322,1
011562.OF,20230120,20221231,1.011,1.011,,1044659555.67,1044659555.67,1.011,1
010589.OF,20230422,20230331,1.0272,1.0272,,239595640.29,254631900.97,1.0272,1
010589.OF,20230120,20221231,0.9936,0.9936,,311628047.79,330614837.77,0.9936,1
010912.OF,20230422,20230331,0.7486,0.7486,,214767581.61,240180381.56,0.7486,1
010912.OF,20230120,20221231,0.7419,0.7419,,212428988.63,223653208.56,0.7419,1
010981.OF,20230422,20230331,1.049,1.049,,2002055898.45,2970568404.81,1.049,1
010981.OF,20230120,20221231,1.0322,1.0322,,2128424618.61,3207827129.84,1.0322,1
011392.OF,20230421,20230331,0.7879,0.7879,,601619539.2,601619539.2,0.7879,1
011392.OF,20230119,20221231,0.8048,0.8048,,657663998.98,657663998.98,0.8048,1
011015.OF,20230424,20230331,0.9647,0.9647,,62562073.22,78701708.46,0.9647,1
011015.OF,20230120,20221231,0.9444,0.9444,,71477415.67,88364730.55,0.9444,1
011593.OF,20230420,20230331,0.8687,0.8687,,155279355.7,155279355.7,0.8687,1
011593.OF,20230119,20221231,0.8514,0.8514,,160895895.9,160895895.9,0.8514,1
010881.OF,20230422,20230331,0.991,0.991,,2418115973.89,2451226442.08,0.991,1
010881.OF,20230120,20221231,0.9857,0.9857,,2571890920.01,2607548216.39,0.9857,1
011260.OF,20230421,20230331,1.1336,1.1336,,254890214.11,505138251.89,1.1336,1
011260.OF,20230120,20221231,1.2536,1.2536,,284744247.31,517383322.53,1.2536,1
011160.OF,20230421,20230331,0.8863,0.8863,,450705577.43,465682577.98,0.8863,1
011160.OF,20230120,20221231,0.8354,0.8354,,397329204.96,411821516.54,0.8354,1
011530.OF,20230421,20230331,0.7321,0.7321,,643439401.19,643439401.19,0.7321,1
011530.OF,20230119,20221231,0.7557,0.7557,,678816182.96,678816182.96,0.7557,1
009379.OF,20230421,20230331,0.9233,0.9233,,149660006.74,153022807.32,0.9233,1
009379.OF,20230120,20221231,0.9109,0.9109,,150250464.02,161708866.53,0.9109,1
010584.OF,20230422,20230331,0.8728,0.8728,,28127508.12,28127508.12,0.8728,1
010584.OF,20230120,20221231,0.7311,0.7311,,24986814.47,24986814.47,0.7311,1
011448.OF,20230420,20230331,0.9984,0.9984,,67223193.9,112158709.52,0.9984,1
011448.OF,20230119,20221231,0.8988,0.8988,,61476703.47,102083104.49,0.8988,1
011651.OF,20230421,20230331,0.7685,0.7685,,220985293.77,373235121.75,0.7685,1
011651.OF,20230118,20221231,0.7649,0.7649,,189261290.83,285902254.23,0.7649,1
010951.OF,20230421,20230331,0.7936,0.7936,,59451184.1,64095326.0,0.7936,1
010951.OF,20230120,20221231,0.6906,0.6906,,52160968.48,55573870.4,0.6906,1
910011.OF,20230421,20230331,2.3338,2.6488,,34121309.79,54253365.36,2.3338,1
910011.OF,20230120,20221231,2.2951,2.6101,,33991451.21,53821354.13,2.2951,1
011134.OF,20230421,20230331,0.9598,0.9598,,453765877.05,645098364.25,0.9598,1
011134.OF,20230120,20221231,0.9938,0.9938,,458166837.19,596074529.07,0.9938,1
010914.OF,20230422,20230331,0.6779,0.6779,,91528491.57,97776863.7,0.6779,1
010914.OF,20230120,20221231,0.6894,0.6894,,95411962.45,101829835.51,0.6894,1
011784.OF,20230423,20230331,1.0273,1.0273,,23787918.7,238883499.71,1.0273,1
011784.OF,20230128,20221231,1.0174,1.0174,,29100260.17,243123788.23,1.0174,1
010731.OF,20230421,20230331,0.6462,0.6462,,425912258.21,555194255.13,0.6462,1
010731.OF,20230120,20221231,0.6859,0.6859,,470197977.79,613198793.83,0.6859,1
011408.OF,20230423,20230331,1.028,1.028,,249455290.82,254843906.37,1.028,1
011408.OF,20230128,20221231,1.0201,1.0201,,248445429.79,254014841.5,1.0201,1
010777.OF,20230420,20230331,0.7137,0.7137,,14733595.83,21081975.45,0.7137,1
010777.OF,20230118,20221231,0.7125,0.7125,,14944430.93,25788257.74,0.7125,1
011251.OF,20230421,20230331,1.3628,1.3628,,1941672417.43,3062722721.21,1.3628,1
011251.OF,20230120,20221231,1.3169,1.3169,,1685023930.29,2859755768.69,1.3169,1
010749.OF,20230420,20230331,0.8552,0.8552,,11689297.5,14313795.03,0.8552,1
010749.OF,20230118,20221231,0.8571,0.8571,,11737298.73,14153520.37,0.8571,1
011179.OF,20230420,20230331,0.9004,0.9004,,15046807.29,21323549.87,0.9004,1
011179.OF,20230118,20221231,0.9075,0.9075,,16940276.65,28986026.54,0.9075,1
011588.OF,20230422,20230331,0.6963,0.6963,,74201025.56,74201025.56,0.6963,1
011588.OF,20230120,20221231,0.6952,0.6952,,76549901.29,76549901.29,0.6952,1
011471.OF,20230421,20230331,0.8578,0.8578,,179319210.47,186163784.67,0.8578,1
011471.OF,20230120,20221231,0.787,0.787,,166972120.28,173355711.05,0.787,1
010828.OF,20230422,20230331,1.0188,1.0188,,111056178.41,142691334.53,1.0188,1
010828.OF,20230120,20221231,1.0042,1.0042,,187463746.47,237554738.56,1.0042,1
010457.OF,20230421,20230331,0.8172,0.8172,,307798697.97,360693039.68,0.8172,1
010457.OF,20230120,20221231,0.8007,0.8007,,309422656.91,362815791.6,0.8007,1
011153.OF,20230423,20230331,0.8536,0.8536,,689239256.19,704512020.29,0.8536,1
011153.OF,20230119,20221231,0.8282,0.8282,,680522938.83,703325776.72,0.8282,1
011238.OF,20230421,20230331,0.7273,0.7273,,351498472.9,400496500.74,0.7273,1
011238.OF,20230120,20221231,0.7551,0.7551,,382563614.7,434904798.51,0.7551,1
011046.OF,20230421,20230331,0.8267,0.8267,,657367536.97,697989171.35,0.8267,1
011046.OF,20230120,20221231,0.7997,0.7997,,656475736.21,697064978.04,0.7997,1
011027.OF,20230422,20230331,1.2197,1.2197,,63707664.37,104970856.9,1.2197,1
011027.OF,20230120,20221231,1.1677,1.1677,,61821928.82,105835350.19,1.1677,1
011184.OF,20230421,20230331,0.7128,0.7128,,567078192.89,652702824.63,0.7128,1
011184.OF,20230118,20221231,0.7397,0.7397,,618731714.33,706937059.52,0.7397,1
011203.OF,20230421,20230331,0.8055,0.8055,,401815461.61,509112589.6,0.8055,1
011203.OF,20230120,20221231,0.8483,0.8483,,430408889.37,541095797.05,0.8483,1
011246.OF,20230421,20230331,0.6464,0.6464,,2312251640.54,2480314290.93,0.6464,1
011246.OF,20230120,20221231,0.6253,0.6253,,2325934160.95,2493117777.47,0.6253,1
011395.OF,20230422,20230331,0.969,0.969,,100107656.4,167661743.58,0.969,1
011395.OF,20230120,20221231,0.965,0.965,,102889992.65,173368699.22,0.965,1
011011.OF,20230421,20230331,0.7062,0.7062,,210832198.27,210832198.27,0.7062,1
011011.OF,20230120,20221231,0.7019,0.7019,,264901316.48,264901316.48,0.7019,1
011077.OF,20230421,20230331,0.7669,0.7669,,65851058.17,65851058.17,0.7669,1
011077.OF,20230120,20221231,0.7455,0.7455,,64034007.4,64034007.4,0.7455,1
011630.OF,20230421,20230331,1.2723,1.2723,,140454915.84,306328619.41,1.2723,1
011630.OF,20230120,20221231,1.2214,1.2214,,137420875.17,306456216.31,1.2214,1
010958.OF,20230420,20230331,0.9557,0.9557,,66520718.53,66520718.53,0.9557,1
010958.OF,20230117,20221231,0.9284,0.9284,,64597582.37,64597582.37,0.9284,1
010740.OF,20230422,20230331,0.6985,0.6985,,40368498.64,59753272.58,0.6985,1
010740.OF,20230119,20221231,0.6867,0.6867,,41479450.39,60947444.0,0.6867,1
009630.OF,20230422,20230331,0.8074,0.8074,,870094921.28,1365925927.06,0.8074,1
009630.OF,20230120,20221231,0.8054,0.8054,,896532869.54,1415519451.59,0.8054,1
011155.OF,20230421,20230331,0.6456,0.8414,,32987010.51,53369141.69,0.77061382,1
011155.OF,20230120,20221231,0.6959,0.8917,,70558264.16,92290590.07,0.8306539,1
011431.OF,20230421,20230331,0.8181,0.8181,,341452645.93,822699756.8,0.8181,1
011431.OF,20230118,20221231,0.765,0.765,,200456159.48,338986362.02,0.765,1
010284.OF,20230421,20230331,0.8109,0.8109,,577422120.82,622268574.48,0.8109,1
010284.OF,20230120,20221231,0.7605,0.7605,,555792284.79,598925518.78,0.7605,1
011527.OF,20230422,20230331,1.0803,1.0803,,593147264.7,613449937.63,1.0803,1
011527.OF,20230120,20221231,1.0585,1.0585,,650271324.01,672139258.16,1.0585,1
910024.OF,20230421,20230331,4.4433,5.0393,,557072840.83,557072840.83,5.53398157,1
910024.OF,20230120,20221231,4.3095,4.9055,,560236488.49,560236488.49,5.36733814,1
010929.OF,20230421,20230331,1.0453,1.0453,,798414635.04,888624493.34,1.0453,1
010929.OF,20230118,20221231,0.9834,0.9834,,848644890.22,928137408.3,0.9834,1
010518.OF,20230421,20230331,0.763,0.763,,587870077.43,773606521.13,0.763,1
010518.OF,20230120,20221231,0.7735,0.7735,,595964615.3,784583863.29,0.7735,1
010699.OF,20230421,20230331,0.6884,0.6884,,2412114568.85,2412114568.85,0.6884,1
010699.OF,20230120,20221231,0.687,0.687,,2458129126.49,2458129126.49,0.687,1
010281.OF,20230421,20230331,1.0419,1.0419,,88164259.2,100650824.49,1.0419,1
010281.OF,20230120,20221231,1.0225,1.0225,,105554380.07,111208789.47,1.0225,1
010564.OF,20230421,20230331,0.9224,0.9224,,1948650.27,1948650.27,0.9224,1
010564.OF,20230120,20221231,0.9282,0.9282,,20534776.74,20534776.74,0.9282,1
011429.OF,20230422,20230331,0.7416,0.7416,,230496971.48,230496971.48,0.7416,1
011429.OF,20230120,20221231,0.7375,0.7375,,233027643.57,233027643.57,0.7375,1
010861.OF,20230421,20230331,0.8543,0.8543,,788968958.06,788968958.06,0.8543,1
010861.OF,20230120,20221231,0.8502,0.8502,,813104282.94,813104282.94,0.8502,1
011216.OF,20230422,20230331,0.8147,0.8147,,748173387.61,860287425.73,0.8147,1
011216.OF,20230120,20221231,0.7957,0.7957,,752574691.69,864808054.08,0.7957,1
011482.OF,20230421,20230331,0.9691,0.9691,,57682917.26,63368320.0,0.9691,1
011482.OF,20230120,20221231,0.9487,0.9487,,63524982.46,70571393.87,0.9487,1
010947.OF,20230422,20230331,0.7689,0.7689,,1342985885.48,1421320474.34,0.7689,1
010947.OF,20230120,20221231,0.719,0.719,,1292593361.46,1366697517.11,0.719,1
010813.OF,20230421,20230331,0.9589,0.9589,,158905997.34,190121767.47,0.9589,1
010813.OF,20230120,20221231,0.958,0.958,,184011848.69,220271945.36,0.958,1
011351.OF,20230421,20230331,1.0352,1.0952,,259250148.68,278282846.73,1.09432613,1
011351.OF,20230120,20221231,1.0011,1.0611,,304352457.29,327189565.91,1.05827849,1
011521.OF,20230422,20230331,1.0107,1.0107,,928809306.15,1126702485.31,1.0107,1
011521.OF,20230120,20221231,0.9962,0.9962,,1315368467.13,1577918130.05,0.9962,1
011510.OF,20230422,20230331,1.0117,1.0317,,2227945447.21,2371130746.63,1.03133132,1
011510.OF,20230120,20221231,1.0075,1.0275,,2447851716.27,2609656235.4,1.02704982,1
011383.OF,20230421,20230331,0.8018,0.8018,,163209710.41,163209710.41,0.8018,1
011383.OF,20230120,20221231,0.7864,0.7864,,157781707.76,157781707.76,0.7864,1
011410.OF,20230421,20230331,0.9251,0.9251,,512260805.06,664320815.83,0.9251,1
011410.OF,20230120,20221231,0.8768,0.8768,,505171303.18,660750285.89,0.8768,1
011093.OF,20230421,20230331,0.9105,0.9105,,1002480096.37,1002480096.37,0.9105,1
011093.OF,20230120,20221231,0.8837,0.8837,,1497839373.32,1497839373.32,0.8837,1
011414.OF,20230421,20230331,1.0444,1.0444,,487977102.85,499361733.52,1.0444,1
011414.OF,20230120,20221231,1.0308,1.0308,,678825675.81,692962918.37,1.0308,1
011460.OF,20230421,20230331,0.7171,0.7171,,981506902.26,1016394675.15,0.7171,1
011460.OF,20230120,20221231,0.7213,0.7213,,1008047429.09,1042969537.73,0.7213,1
011587.OF,20230421,20230331,0.9625,0.9625,,3194127083.44,3194127083.44,0.9625,1
011587.OF,20230120,20221231,0.9218,0.9218,,3693985072.74,3693985072.74,0.9218,1
011042.OF,20230422,20230331,0.9166,0.9166,,532526687.41,590606311.23,0.9166,1
011042.OF,20230120,20221231,0.9205,0.9205,,546615658.34,615692330.22,0.9205,1
011367.OF,20230421,20230331,0.9045,0.9045,,147914525.6,169805282.78,0.9045,1
011367.OF,20230120,20221231,0.8956,0.8956,,190519407.7,218434065.33,0.8956,1
011287.OF,20230422,20230331,0.9479,0.9479,,341676426.78,341676426.78,0.9479,1
011287.OF,20230120,20221231,0.8007,0.8007,,287621032.62,287621032.62,0.8007,1
011128.OF,20230421,20230331,1.2426,1.2426,,2595871727.59,3655838026.04,1.2426,1
011128.OF,20230120,20221231,1.2097,1.2097,,2722174309.1,4035220797.29,1.2097,1
011486.OF,20230422,20230331,0.7534,0.7534,,946773122.82,1045064977.2,0.7534,1
011486.OF,20230120,20221231,0.7192,0.7192,,923481108.31,1024069687.39,0.7192,1
011466.OF,20230421,20230331,0.8093,0.8093,,496311761.98,800086551.27,0.8093,1
011466.OF,20230120,20221231,0.7714,0.7714,,459561997.16,672249683.97,0.7714,1
011231.OF,20230421,20230331,1.0267,1.0267,,103093666.36,164241869.81,1.0267,1
011231.OF,20230120,20221231,0.9952,0.9952,,125024869.08,195958929.63,0.9952,1
011256.OF,20230421,20230331,1.0168,1.0168,,1430917086.9,1915026971.7,1.0168,1
011256.OF,20230119,20221231,0.9992,0.9992,,1902182592.65,2547303212.58,0.9992,1
010795.OF,20230421,20230331,0.7057,0.7057,,486948474.88,520870611.06,0.7057,1
010795.OF,20230120,20221231,0.6785,0.6785,,494185976.67,529194181.46,0.6785,1
010996.OF,20230421,20230331,0.7687,0.7687,,1868429443.12,2089393455.35,0.7687,1
010996.OF,20230118,20221231,0.8052,0.8052,,2006324847.0,2252580841.26,0.8052,1
010115.OF,20230421,20230331,1.1925,1.1925,,2628687005.9,4001995091.61,1.1925,1
010115.OF,20230120,20221231,1.1028,1.1028,,2866975415.92,4693770751.34,1.1028,1
011614.OF,20230421,20230331,0.8632,0.8632,,1491185798.09,2112567748.24,0.8632,1
011614.OF,20230120,20221231,0.7736,0.7736,,1324011648.47,1912059574.39,0.7736,1
011118.OF,20230421,20230331,1.0705,1.0705,,112220859.89,190081263.27,1.0705,1
011118.OF,20230120,20221231,1.0537,1.0537,,108258239.36,207319343.92,1.0537,1
011610.OF,20230422,20230331,0.8532,0.8532,,417370772.79,968106824.39,0.8532,1
011610.OF,20230120,20221231,0.7649,0.7649,,343614099.24,880284328.17,0.7649,1
011173.OF,20230420,20230331,0.8411,0.8411,,7621997720.97,7621997720.97,0.8411,1
011173.OF,20230120,20221231,0.8451,0.8451,,7897344575.72,7897344575.72,0.8451,1
011525.OF,20230420,20230331,0.9969,0.9969,,4016103438.19,5060034943.38,0.9969,1
011525.OF,20230117,20221231,0.9857,0.9857,,4824749936.44,6094969934.03,0.9857,1
011612.OF,20230421,20230331,0.8614,0.8614,,3340710549.38,8274145391.4,0.8614,1
011612.OF,20230120,20221231,0.772,0.772,,2344141665.99,6214149371.1,0.772,1
860009.OF,20230423,20230331,2.8879,2.9579,,547358195.46,1196330150.95,3.01662009,1
860009.OF,20230120,20221231,2.8014,2.8714,,559831361.91,1209605155.04,2.92626459,1
011393.OF,20230422,20230331,1.0602,1.0602,,582247119.71,605444668.12,1.0602,1
011393.OF,20230120,20221231,1.0452,1.0452,,765814960.17,796536606.11,1.0452,1
011357.OF,20230422,20230331,0.6935,0.6935,,2008777452.96,2115868494.14,0.6935,1
011357.OF,20230120,20221231,0.6489,0.6489,,1976690409.2,2081389681.45,0.6489,1
010815.OF,20230420,20230331,0.7249,0.7249,,2758717385.55,2758717385.55,0.7249,1
010815.OF,20230119,20221231,0.6902,0.6902,,2670571872.0,2670571872.0,0.6902,1
011420.OF,20230421,20230331,0.767,0.767,,2399226389.46,2955600046.38,0.767,1
011420.OF,20230120,20221231,0.6617,0.6617,,2101925055.12,2586006560.18,0.6617,1
011186.OF,20230420,20230331,0.6442,0.6442,,857152769.26,857403605.02,0.6442,1
011186.OF,20230118,20221231,0.654,0.654,,901681299.09,902022024.42,0.654,1
010592.OF,20230422,20230331,0.5829,0.5829,,1410710080.92,2154888944.51,0.5829,1
010592.OF,20230120,20221231,0.5954,0.5954,,1463969992.39,2263556090.23,0.5954,1
010694.OF,20230421,20230331,1.0228,1.0228,,975633476.3,975633476.3,1.0228,1
010694.OF,20230120,20221231,0.9472,0.9472,,946314552.89,946314552.89,0.9472,1
010843.OF,20230421,20230331,1.0109,1.0309,,341064290.73,359617582.08,1.03114635,1
010843.OF,20230120,20221231,1.0093,1.0293,,501594976.39,565465683.65,1.0295143,1
010953.OF,20230423,20230331,0.8016,0.8016,,27743995.96,80381104.6,0.8016,1
010953.OF,20230128,20221231,0.7747,0.7747,,25903633.84,79009692.47,0.7747,1
011169.OF,20230421,20230331,0.9029,0.9029,,2910543753.78,2910543753.78,0.9029,1
011169.OF,20230120,20221231,0.8786,0.8786,,2904040376.66,2904040376.66,0.8786,1
011164.OF,20230421,20230331,0.8834,0.8834,,3959117166.0,5645614706.34,0.8834,1
011164.OF,20230120,20221231,0.803,0.803,,3716952836.27,5300860445.07,0.803,1
011608.OF,20230421,20230331,0.8415,0.8415,,3901709922.7,11748471695.93,0.8415,1
011608.OF,20230120,20221231,0.7548,0.7548,,2952357974.63,9168293356.96,0.7548,1
010253.OF,20230422,20230331,0.9579,0.9579,,32719060.39,101615141.02,0.9579,1
010253.OF,20230120,20221231,0.9118,0.9118,,31814554.69,97897611.62,0.9118,1
970020.OF,20230421,20230331,0.9977,1.1827,,8468854.48,45937564.07,1.17883297,1
970020.OF,20230121,20221231,1.0187,1.2037,,9685565.07,50261293.91,1.20364554,1
011531.OF,20230421,20230331,0.8554,0.8554,,5688787438.77,5688787438.77,0.8554,1
011531.OF,20230120,20221231,0.8453,0.8453,,5859229335.68,5859229335.68,0.8453,1
011236.OF,20230421,20230331,0.7395,0.7395,,1584725308.32,2005388885.95,0.7395,1
011236.OF,20230120,20221231,0.7525,0.7525,,1658996250.49,2094940450.98,0.7525,1
011516.OF,20230421,20230331,1.0053,1.0053,,2588697687.41,2769474402.8,1.0053,1
