ts_code,trade_date,close,open,high,low,vol,amount
000015.SH,20200918,2635.47,2583.19,2635.86,2570.56,7716737500.0,70529932080.0
000015.SH,20200911,2578.03,2615.85,2641.63,2557.09,9960623400.0,84782963204.0
000015.SH,20200904,2615.98,2665.43,2674.24,2593.48,11008853200.0,94239275583.0
000015.SH,20200828,2661.11,2677.2,2692.32,2602.26,9772454400.0,81435996053.0
000015.SH,20200821,2666.43,2647.36,2717.71,2647.18,14173226300.0,106701189413.0
000015.SH,20200814,2638.52,2605.85,2657.36,2562.52,12080703000.0,97264487661.0
000015.SH,20200807,2600.19,2572.08,2626.8,2567.46,13505081700.0,105495925712.0
000015.SH,20200731,2552.78,2497.25,2565.66,2466.35,10416649700.0,82566841179.0
000015.SH,20200724,2488.36,2529.26,2635.07,2479.06,14758537300.0,122848170072.0
000015.SH,20200717,2514.65,2606.4,2689.72,2494.93,19195041000.0,146941658019.0
000015.SH,20200710,2605.0,2537.64,2716.24,2537.64,27110702000.0,203645771537.0
000015.SH,20200703,2509.63,2389.11,2512.29,2373.06,14143470800.0,107178410700.0
000015.SH,20200624,2392.89,2419.4,2423.26,2387.45,4986535700.0,37180916130.0
000015.SH,20200619,2419.52,2378.21,2431.28,2368.91,9897514500.0,66699570151.0
000015.SH,20200612,2396.68,2417.67,2434.6,2362.67,8140472300.0,64192085740.0
000015.SH,20200605,2413.12,2371.63,2445.41,2371.63,7380624300.0,58906579454.0
000015.SH,20200529,2364.23,2360.81,2396.12,2349.89,6129291000.0,45406232299.0
000015.SH,20200522,2357.26,2424.05,2441.64,2356.82,5671960000.0,46032726130.0
000015.SH,20200515,2419.78,2471.95,2480.51,2418.39,5655354700.0,48591962994.0
