index_code,名称,trade_year,trade_week,trade_date,total_mv,total_earnings,total_earnings_ttm,total_book_value,pe,pb,pe_ttm,ts_code,close,open,high,low,vol,amount
000015.SH,红利指数,2022,30,20220729,853789813.88,167981251.7948898,172151508.7894111,1386036969.7720547,5.082649431154991,0.6159935358870066,4.959525593960498,000015.SH,2724.93,2700.79,2758.55,2695.71,8074009100.0,66853545757.0
000015.SH,红利指数,2022,31,20220805,842854901.73,167981119.12494156,172147362.41132027,1385695436.2618778,5.017557366688923,0.6082540792684777,4.896124401349379,000015.SH,2651.21,2724.11,2740.79,2619.77,9277586400.0,74367526417.0
000015.SH,红利指数,2022,32,20220812,854169160.06,167981742.73448697,172147033.12808084,1385742273.4656866,5.08489283511069,0.6163982844542634,4.9618581542702564,000015.SH,2737.35,2648.54,2743.06,2645.43,6937966600.0,58559202931.0
000015.SH,红利指数,2022,33,20220819,855601164.7,167981802.35876372,172147786.98809734,1386256485.6391232,5.093415790793024,0.617202641476214,4.970154886505501,000015.SH,2769.1,2739.57,2785.25,2734.16,7750562800.0,69852665377.0
000015.SH,红利指数,2022,34,20220826,863974129.1800001,167980825.97473612,171824613.06436697,1387233398.4507737,5.143290159258649,0.6228037258509376,5.028232648231532,000015.SH,2801.69,2769.55,2827.22,2758.55,8161193900.0,76973798460.0
000015.SH,红利指数,2022,35,20220902,865304232.6600001,167981766.93284005,174844823.7725552,1431276917.0728,5.151179490842914,0.604568006608876,4.948983984711042,000015.SH,2800.15,2782.45,2838.22,2759.23,9126425200.0,77031274984.0
000015.SH,红利指数,2022,36,20220909,886685373.24,167981208.57559112,174845440.68444827,1431185221.8500931,5.2784795439841945,0.6195462052729848,5.071252471720109,000015.SH,2926.17,2811.31,2930.42,2800.26,9165893700.0,81929393265.0
000015.SH,红利指数,2022,37,20220916,869643143.3,167981135.04990593,174845172.08202416,1431215191.218802,5.17702861718154,0.6076257076054542,4.973789856159305,000015.SH,2797.17,2930.87,2930.87,2797.17,9001327500.0,72883311749.0
000015.SH,红利指数,2022,38,20220923,878451423.22,167981644.84954903,174845055.7161576,1429303076.5791528,5.229448872266822,0.6146012260202062,5.024170798664578,000015.SH,2811.06,2794.52,2853.95,2775.28,9512440400.0,72855703014.0
000015.SH,红利指数,2022,39,20220930,869143899.12,167980944.5340739,174845113.49905077,1429289913.651529,5.174062460064925,0.6080948944077579,4.970936171600349,000015.SH,2774.36,2793.75,2815.44,2724.79,9034879100.0,67372637859.0
000015.SH,红利指数,2022,41,20221014,865571576.91,167981451.81123388,174845579.27906415,1428881738.7932215,5.15278066463356,0.6057685205222291,4.950491630837833,000015.SH,2788.75,2786.31,2832.77,2737.98,10205025400.0,75902883569.0
000015.SH,红利指数,2022,42,20221021,863206009.36,167981125.32056126,174846217.85641453,1428875262.2657893,5.138708338289372,0.6041157210540555,4.936944132637021,000015.SH,2763.97,2776.91,2797.83,2735.44,8595347200.0,67204675391.0
000015.SH,红利指数,2022,43,20221028,837685135.9300001,167982228.9295778,174072624.10904384,1432693593.7584958,4.9867485463666394,0.5846924559301169,4.812273843848366,000015.SH,2625.76,2762.11,2770.9,2621.08,11939146200.0,82296913349.0
000015.SH,红利指数,2022,44,20221104,827021383.14,167981679.38428187,175578750.4191335,1475744239.0436814,4.923283218570946,0.5604096978728036,4.710258964514627,000015.SH,2654.98,2609.22,2669.76,2545.56,12857105000.0,91402896382.0
000015.SH,红利指数,2022,45,20221111,842490843.63,167981919.38115728,175578986.4378635,1475680346.1825376,5.01536621758891,0.5709168966093868,4.79835805367377,000015.SH,2743.89,2649.45,2758.87,2635.03,9773590700.0,73675157868.0
000015.SH,红利指数,2022,46,20221118,834086196.35,167981711.9793021,175579556.93973225,1475739173.3659973,4.965339301058987,0.5651989263438348,4.750474433856217,000015.SH,2692.36,2774.31,2790.2,2691.43,10506244900.0,87980583884.0
000015.SH,红利指数,2022,47,20221125,868179207.6,167981459.48777246,175578343.97329563,1475730232.7004247,5.168303753565111,0.588304819107302,4.944682743630642,000015.SH,2789.5,2680.29,2791.39,2659.79,11342365000.0,80605981780.0
000015.SH,红利指数,2022,48,20221202,857784986.48,167981057.90159363,175577958.81605765,1475718425.658564,5.106438768724186,0.581266027153655,4.885493556618056,000015.SH,2794.75,2756.63,2880.61,2737.42,13968384800.0,106385945973.0
000015.SH,红利指数,2022,49,20221209,872571696.09,167981169.1529406,175578754.94085425,1475686883.64487,5.194461382130017,0.5912986730184884,4.969688367957365,000015.SH,2852.27,2812.76,2859.91,2795.22,13649333800.0,101425314609.0
000015.SH,红利指数,2022,50,20221216,868915644.9,167980929.59121737,175578441.72519276,1475749781.2066739,5.172704110011247,0.5887960519902738,4.9488743399373964,000015.SH,2820.12,2853.1,2866.43,2779.93,9691326300.0,70171370613.0
000015.SH,红利指数,2022,51,20221223,848718820.78,167981275.61367875,175578775.28762886,1475723326.5666711,5.052460863149253,0.5751205564762454,4.833834951802401,000015.SH,2712.97,2816.08,2822.84,2701.69,6819186800.0,46183009089.0
000015.SH,红利指数,2022,52,20221230,856877997.95,167981579.35546634,175579135.37841147,1475559312.3537436,5.101023583882123,0.5807140321476797,4.880295122215065,000015.SH,2725.07,2712.83,2745.63,2700.64,7508890000.0,47934474640.0
000015.SH,红利指数,2023,1,20230106,859487800.08,168528241.6206464,175926458.10508066,1468360195.1989748,5.0999630199351955,0.5853385313019415,4.885494821743237,000015.SH,2758.46,2727.03,2768.48,2717.46,7974471900.0,54847272855.0
000015.SH,红利指数,2023,2,20230113,865811846.63,168527969.8652599,176038037.1329049,1469170625.359168,5.1374964483475765,0.5893201454516797,4.918322543987076,000015.SH,2774.12,2767.58,2774.8,2737.5,8548993000.0,65114119435.0
000015.SH,红利指数,2023,3,20230120,867638591.35,168528551.3457099,175950346.7212726,1469170054.7703843,5.148318100534642,0.590563759813089,4.9311559057308845,000015.SH,2816.34,2781.43,2816.34,2770.5,8279211100.0,57969360385.0
000015.SH,红利指数,2023,5,20230203,858883629.62,168528369.09862453,175949985.99275225,1469177304.265319,5.0963741844399655,0.58460175441486,4.881407774908145,000015.SH,2794.87,2835.81,2838.08,2783.27,9392161100.0,68978427765.0
000015.SH,红利指数,2023,6,20230210,859786049.03,168527862.3029312,175951118.91575837,1469241735.0750225,5.101744229595238,0.585190325393321,4.886505151704362,000015.SH,2799.19,2783.66,2808.98,2773.83,6829778100.0,50120571544.0
000015.SH,红利指数,2023,7,20230217,853318914.01,168529075.19485822,175950542.04788494,1469210774.2837691,5.063333510988343,0.5808008823145117,4.849765758480978,000015.SH,2797.94,2799.71,2831.44,2776.82,8871499900.0,64608133591.0
000015.SH,红利指数,2023,8,20230224,865632104.67,168528195.5618918,175949840.77144456,1469166893.364158,5.136423028703808,0.5891992996710131,4.91976634292292,000015.SH,2890.05,2806.42,2916.47,2805.89,9428133600.0,74248930946.0
000015.SH,红利指数,2023,9,20230303,889089347.02,168527641.1358793,175950716.31896344,1469176777.2337484,5.275629214457177,0.6051615849074535,5.053058979357941,000015.SH,2950.45,2889.58,2952.98,2879.53,10188659100.0,70718663263.0
000015.SH,红利指数,2023,10,20230310,879867405.0500001,168719372.40611377,175830329.16723067,1469795696.7295787,5.214975568615361,0.5986324541620175,5.004070738064569,000015.SH,2876.76,2952.45,2977.1,2874.85,13893248800.0,87377312224.0
000015.SH,红利指数,2023,11,20230317,910712314.89,168718950.7002075,175814765.37536502,1469927510.2451048,5.397806891937243,0.619562739347699,5.1799535320348475,000015.SH,2917.6,2873.35,2938.57,2873.35,13439491700.0,82066195398.0
000015.SH,红利指数,2023,12,20230324,905494058.76,169303324.46894687,175816044.1615689,1471552262.4337678,5.3483536817735855,0.6153325857842271,5.150235651576155,000015.SH,2894.38,2923.03,2946.07,2890.03,12138386200.0,75155905120.0
000015.SH,红利指数,2023,13,20230331,905180226.9399999,175554833.27601537,176184531.72117043,1501148718.938885,5.1561111138241005,0.6029917059649117,5.137682735806443,000015.SH,2899.69,2891.46,2911.89,2859.63,11761587800.0,80569615753.0
000015.SH,红利指数,2023,14,20230407,916550744.98,175834331.22720274,176183794.85840452,1501057348.1420267,5.212581289348365,0.6106034163947732,5.202242043410485,000015.SH,2916.92,2904.7,2941.51,2904.52,8648464100.0,59050366674.0
000015.SH,红利指数,2023,15,20230414,938311366.41,176039067.94843048,176301100.13830012,1501081446.5082967,5.3301314154019055,0.6250902431661051,5.322209366101163,000015.SH,2971.07,2916.56,2991.07,2905.13,11364268000.0,75905617822.0
000015.SH,红利指数,2023,16,20230421,953596413.35,175696583.236838,176041809.55577534,1501262225.462543,5.427518257794219,0.6351964348241657,5.416874637657436,000015.SH,2994.74,2966.82,3045.54,2959.86,14136108400.0,93929813873.0
000015.SH,红利指数,2023,17,20230428,970241373.83,175623954.10563922,175341121.9675532,1506674748.5636508,5.524538943283284,0.6439620593329479,5.533450242262866,000015.SH,3056.72,3001.51,3058.47,2973.52,15182288600.0,99190452087.0
000015.SH,红利指数,2023,18,20230505,1018070651.34,175520641.38944268,175107902.97947115,1545387032.414351,5.80029017260209,0.658780376686268,5.813961757393406,000015.SH,3160.78,3049.8,3178.93,3043.05,10163431600.0,63940070933.0
000015.SH,红利指数,2023,19,20230512,1010883469.14,175521130.96949548,175107507.65611643,1545300012.2315404,5.759326319038393,0.6541664797376149,5.772930485226344,000015.SH,3115.16,3150.27,3283.44,3110.83,27681401600.0,176010651549.0
000015.SH,红利指数,2023,20,20230519,1014975012.05,175521418.35895717,175107313.3753254,1545301828.2089877,5.782627678943912,0.6568134415697682,5.796302807036393,000015.SH,3059.54,3109.86,3132.34,3044.59,15884661200.0,98562249748.0
000015.SH,红利指数,2023,21,20230526,970816069.9,175521272.72204003,175107666.05149376,1545192349.383049,5.5310450684653425,0.6282816959892528,5.544109471566555,000015.SH,2977.62,3048.2,3065.7,2920.76,13567722200.0,85504219540.0
000015.SH,红利指数,2023,22,20230602,970626454.61,175520988.88658023,175107151.6586683,1544455425.804963,5.529973712928477,0.6284587035615573,5.543042904963792,000015.SH,2960.28,2968.52,3024.88,2947.08,12263741300.0,84937568916.0
000015.SH,红利指数,2023,23,20230609,1008444712.65,175520879.6859171,175107490.21053272,1543423094.2959754,5.745440169024588,0.6533818992192785,5.7590038634985925,000015.SH,2998.98,2956.05,3022.57,2947.14,12160825500.0,80868309620.0
000015.SH,红利指数,2023,24,20230616,977339381.63,175521101.64514577,175107912.93076816,1542611426.7653115,5.5682158582043595,0.6335616116103681,5.58135475017858,000015.SH,2935.91,2993.06,2993.28,2930.66,11419259000.0,74170363535.0
000015.SH,红利指数,2023,25,20230621,958257744.83,175520187.02561536,175107454.38628653,1538877580.1725526,5.459530103452728,0.6226991394094855,5.472398352134606,000015.SH,2843.66,2938.43,2938.43,2843.08,6445573100.0,40155320768.0
000016.SH,上证50,2020,20,20200515,1907916523.6299999,216659098.85592106,207070110.9126313,1816820026.5508156,8.80607615237415,1.050140627991716,9.213867299443343,000016.SH,2819.69,2876.77,2897.99,2818.37,10425372200.0,195106088776.0
000016.SH,上证50,2020,21,20200522,1881934806.54,216659073.90830246,207070184.74935007,1816845333.3154435,8.686157346617753,1.0358255444373896,9.088391014949856,000016.SH,2775.81,2821.73,2872.7,2775.31,11032405800.0,207228462721.0
000016.SH,上证50,2020,22,20200529,1896184532.89,216658973.64894402,207070072.5324331,1817414990.3070645,8.751931669178948,1.0433415279410823,9.157211902714737,000016.SH,2806.66,2784.43,2830.46,2762.3,10095968300.0,174728630205.0
000016.SH,上证50,2020,23,20200605,1948840321.38,216658833.64557648,207069815.90035346,1817220177.466382,8.994972827039353,1.0724293872287542,9.411513275879015,000016.SH,2896.35,2832.22,2922.78,2832.22,12614279100.0,226678156681.0
000016.SH,上证50,2020,24,20200612,1934919552.46,216659284.66173735,207070342.15790528,1813360590.6485178,8.930702210528032,1.067035184528858,9.344262110623701,000016.SH,2884.12,2907.68,2931.54,2837.55,13951366200.0,241303465656.0
000016.SH,上证50,2020,25,20200619,1946799750.25,216659277.69628054,207070039.65086967,1816165120.021364,8.985536049737423,1.0719288289310938,9.40164860900399,000016.SH,2925.94,2862.49,2933.9,2838.61,14054510800.0,262682272587.0
000016.SH,上证50,2020,26,20200624,1953380870.3899999,216658912.89896658,207070143.36017537,1811937770.4423783,9.015926666727575,1.078061786809096,9.433425981612,000016.SH,2943.47,2921.3,2947.61,2902.12,9498268600.0,193442028395.0
000016.SH,上证50,2020,27,20200703,1985960282.07,192098519.15979815,182852782.53355393,1615895211.3428547,10.338238372457045,1.2290155129673357,10.86097927826486,000016.SH,3159.16,2935.54,3159.17,2909.45,24760026600.0,459652079885.0
000016.SH,上证50,2020,28,20200710,2088705787.87,192098734.21146315,182853221.53973982,1605661267.5796833,10.87308459602208,1.300838371108273,11.422854737158994,000016.SH,3351.78,3198.74,3466.63,3198.74,48623017900.0,862205327786.0
000016.SH,上证50,2020,29,20200717,1976102284.15,192099385.61127904,182860470.5546477,1591794659.1062775,10.286874566838668,1.2414304023733151,10.80661270397116,000016.SH,3185.89,3338.71,3421.94,3151.22,35135477900.0,663390481493.0
000016.SH,上证50,2020,30,20200724,1958521809.94,192099034.24249113,183123894.46596673,1589852562.4349062,10.19537561791025,1.231888953866556,10.695064211317263,000016.SH,3158.29,3219.92,3354.72,3136.64,27826698700.0,566233553285.0
000016.SH,上证50,2020,31,20200731,2000642224.43,192098881.34654006,183467952.1974931,1582832557.136341,10.414647968828653,1.263963276096342,10.904586879982283,000016.SH,3249.34,3178.05,3284.38,3136.03,19599344800.0,444853051482.0
000016.SH,上证50,2020,32,20200807,2016885093.68,192098948.94253373,183480282.93175557,1585055494.0623991,10.49919900542168,1.2724381583075355,10.992380551485027,000016.SH,3263.75,3271.18,3329.56,3219.42,25434558900.0,544809744805.0
000016.SH,上证50,2020,33,20200814,2047860863.45,192098817.30019903,183754948.75331664,1585728441.036903,10.660455343927191,1.291432259429559,11.144520881443949,000016.SH,3288.51,3250.54,3333.75,3199.55,23195870000.0,468771186006.0
000016.SH,上证50,2020,34,20200821,2049241770.89,192098729.0512249,183637363.74004883,1584466503.3496888,10.667648771083494,1.2933323402910313,11.15917659213863,000016.SH,3284.73,3300.9,3397.5,3252.18,23286567700.0,450220534132.0
000016.SH,上证50,2020,35,20200828,2075450724.53,192099187.0416596,180604329.41395175,1589189465.8163207,10.804057822899102,1.3059806707590407,11.491699735353468,000016.SH,3368.44,3306.56,3372.74,3257.57,15818304300.0,351295284233.0
000016.SH,上证50,2020,36,20200904,2030485995.1499999,192098618.35281342,170262511.02780455,1600437496.08292,10.570018736005458,1.2687068380487372,11.92561993179117,000016.SH,3309.21,3386.62,3408.58,3283.31,17377382500.0,366680663812.0
000016.SH,上证50,2020,37,20200911,2013504819.88,192098890.39867085,170262468.12974328,1600457997.4278994,10.481605675604317,1.2580803889361105,11.825887654498645,000016.SH,3265.5,3303.64,3328.72,3217.15,14854132200.0,320889678224.0
000016.SH,上证50,2020,38,20200918,2060341739.05,192098885.38949072,170262544.8349816,1599004815.8076382,10.72542266381477,1.2885150305249995,12.100968777642096,000016.SH,3347.78,3283.93,3347.78,3253.52,13267254600.0,320152606279.0
000016.SH,上证50,2020,39,20200925,1992815465.29,192098397.165438,170263064.1721325,1596857920.818229,10.373930728707526,1.2479604098208579,11.70433220487154,000016.SH,3229.78,3359.23,3360.92,3214.7,12364527300.0,276998183403.0
000016.SH,上证50,2020,40,20200930,1992735714.88,192098844.99494883,170262800.8949357,1596865506.4244256,10.373491391540632,1.2479045397767878,11.703881907297298,000016.SH,3232.42,3237.3,3269.31,3218.55,6269706200.0,133909562112.0
000016.SH,上证50,2020,41,20201009,2015429033.46,192098767.0652859,170262605.4789318,1596867996.053148,10.491629198093941,1.2621137366653825,11.837179560308021,000016.SH,3286.86,3281.46,3296.67,3274.19,2462439400.0,64079382336.0
000016.SH,上证50,2020,42,20201016,2070652100.22,192099019.2815184,170394657.0365645,1597118042.3124917,10.779087305935116,1.2964928360723238,12.152095237209608,000016.SH,3380.17,3302.98,3400.42,3302.62,15584197500.0,327474370819.0
000016.SH,上证50,2020,43,20201023,2058829769.19,192099025.00499928,170458983.76468652,1596817954.757422,10.71754408506977,1.2893328028133075,12.078153487246833,000016.SH,3346.61,3398.75,3430.56,3328.32,16029716600.0,306512175578.0
000016.SH,上证50,2020,44,20201030,2011077272.56,192099033.2286804,176995572.10565814,1620580233.611843,10.468960924784842,1.2409612500813012,11.362302732406663,000016.SH,3280.38,3320.03,3351.12,3271.27,15446556200.0,330313729728.0
000016.SH,上证50,2020,45,20201106,2043785555.61,192098735.58873975,175203541.32560897,1653179942.4900432,10.639245226400128,1.236275315880993,11.665206879646936,000016.SH,3359.12,3280.62,3386.98,3249.96,16340484600.0,347033869151.0
000016.SH,上证50,2020,46,20201113,2036090224.42,192098713.06675708,175203672.4412673,1653182617.8875268,10.599187219502243,1.2316184566601367,11.62127594729813,000016.SH,3338.31,3382.8,3440.56,3318.45,18770714200.0,405566599856.0
000016.SH,上证50,2020,47,20201120,2076170068.18,192099055.90563637,175203145.93788487,1653221985.3090267,10.807809847851955,1.2558326024148017,11.850072994214779,000016.SH,3411.93,3352.69,3415.86,3344.4,17133188400.0,343589266791.0
000016.SH,上证50,2020,48,20201127,2136775691.92,192098930.81168106,175203357.25522044,1652829210.4855046,11.123308614428103,1.292798843561302,12.195974582880499,000016.SH,3498.66,3427.78,3498.66,3414.06,21152196200.0,376485448523.0
000016.SH,上证50,2020,49,20201204,2142168054.81,192099181.2606702,175203334.2103438,1652815087.2980301,11.151364835351231,1.2960724229060303,12.22675392831382,000016.SH,3541.52,3509.66,3570.22,3469.42,24533096600.0,420019107434.0
000016.SH,上证50,2020,50,20201211,2075611595.4199998,192098651.65979996,175203447.11604315,1652661166.4774585,10.804925372905979,1.2559208369638364,11.846865056514854,000016.SH,3427.86,3547.93,3548.78,3404.93,16317624300.0,331763726286.0
000016.SH,上证50,2020,51,20201218,2096493130.35,192099074.92818677,175203735.9530213,1652676847.4262106,10.913603468073655,1.2685438981098844,11.96602982776662,000016.SH,3507.97,3443.03,3543.73,3435.31,12696793100.0,353867974788.0
000016.SH,上证50,2020,52,20201225,2090160091.85,192099048.64855504,175204138.03372604,1652690872.5923264,10.88063739281679,1.264701177039528,11.929855740323058,000016.SH,3512.49,3505.91,3531.42,3467.53,13000905600.0,385004550875.0
000016.SH,上证50,2020,53,20201231,2149027159.65,192099195.2416434,175203337.8956685,1654070782.295176,11.18707008088565,1.2992353064044977,12.265903067039282,000016.SH,3640.64,3514.71,3646.75,3503.97,11578996900.0,326964328479.0
000016.SH,上证50,2021,1,20210108,2141563542.8,160310411.65530127,145972142.39540175,1353152870.5803678,13.358854990683826,1.5826471564010964,14.671042759645495,000016.SH,3788.32,3632.69,3833.86,3608.34,22045020000.0,629176245159.0
000016.SH,上证50,2021,2,20210115,2168247772.72,160310192.21057674,146862467.63105482,1373937266.6825852,13.525327010224531,1.5781272007821014,14.763797774166724,000016.SH,3817.93,3794.83,3931.95,3763.15,25740481800.0,707954297101.0
000016.SH,上证50,2021,3,20210122,2154990266.97,160310247.03528154,147146814.412421,1368881792.2159023,13.442623330844992,1.5742705317758445,14.645171052973147,000016.SH,3846.39,3807.99,3874.67,3790.54,19435749200.0,588905382592.0
000016.SH,上证50,2021,4,20210129,2094134314.43,160310268.10763708,147535993.72100538,1369295838.1051161,13.06300799786534,1.529351259350896,14.19405706779639,000016.SH,3713.25,3843.49,3903.19,3675.49,15841051100.0,527868864700.0
000016.SH,上证50,2021,5,20210205,2139921031.81,159679456.259489,149810360.41680706,1374899095.1841414,13.401354701086255,1.5564204233645222,14.284199209295304,000016.SH,3840.77,3712.78,3876.68,3699.2,16470448300.0,508391487036.0
000016.SH,上证50,2021,6,20210210,2231618573.09,159679787.88589072,149810684.87029725,1371358275.7329867,13.975585780992796,1.6273052874510179,14.896257733699606,000016.SH,4028.53,3856.94,4039.23,3835.1,10503855500.0,304506289782.0
000016.SH,上证50,2021,7,20210219,2236308590.62,159679624.11657488,149810832.5604291,1371347912.6932766,14.004971535926035,1.6307375903084815,14.927549312683658,000016.SH,4014.46,4097.87,4110.18,3956.98,9410281100.0,264515779185.0
000016.SH,上证50,2021,8,20210226,2123217448.63,159679419.71513212,149810645.99467534,1371366722.3638666,13.29675077989272,1.5482492129969039,14.172674008130668,000016.SH,3756.86,4020.01,4020.01,3753.44,22978805800.0,612142890238.0
000016.SH,上证50,2021,9,20210305,2108026525.3799999,159679601.046781,149804371.1251853,1371564402.319826,13.201601905069989,1.5369504500222828,14.071862586829388,000016.SH,3688.68,3793.37,3818.07,3627.29,17796478300.0,498782594293.0
000016.SH,上证50,2021,10,20210312,2079886223.38,159733484.53419083,149990283.51353255,1372761217.0336046,13.02097822160013,1.5151114393182084,13.866806400111557,000016.SH,3632.58,3713.46,3732.78,3489.97,17838925500.0,478436899403.0
000016.SH,上证50,2021,11,20210319,2021477119.3,159992017.746367,150236634.60024455,1373273233.009678,12.634862337348716,1.4720137775275155,13.455287551394003,000016.SH,3512.02,3620.04,3627.31,3496.38,15020060500.0,378436365426.0
000016.SH,上证50,2021,12,20210326,2029969762.28,156777226.81440875,150586203.15320218,1371021212.529449,12.948116276371294,1.4806260791069978,13.480449867075576,000016.SH,3529.73,3516.66,3558.94,3439.51,12541681700.0,323271808690.0
000016.SH,上证50,2021,13,20210402,2077986327.26,154008722.00846037,154325651.17999917,1395039059.7840943,13.492653533907301,1.4895542262319188,13.464944494783444,000016.SH,3616.76,3543.25,3616.8,3510.41,12872455600.0,338452952210.0
000016.SH,上证50,2021,14,20210409,2031355776.47,154009013.34922868,154326023.9295381,1394930001.69478,13.189849946403632,1.4562420867011177,13.162755864153365,000016.SH,3514.11,3624.8,3624.8,3504.49,7993379600.0,228371771633.0
000016.SH,上证50,2021,15,20210416,2008000503.48,154233251.74312901,154598755.58907902,1395920731.2250607,13.019245077087957,1.438477456895262,12.988464854252985,000016.SH,3448.1,3505.71,3520.73,3399.76,10538040700.0,305747233237.0
000016.SH,上证50,2021,16,20210423,2030135655.8700001,155244185.18760684,155701535.79968083,1397582126.637764,13.07704796425487,1.4526056230799138,13.0386360381306,000016.SH,3524.02,3449.05,3533.23,3426.82,11235169600.0,327201307258.0
000016.SH,上证50,2021,17,20210430,2007208692.79,154428119.76898608,169316536.26424038,1439038684.5125558,12.997689124187014,1.3948260838240771,11.854770579865223,000016.SH,3491.19,3540.53,3548.21,3440.2,13462573100.0,389547920250.0
000016.SH,上证50,2021,18,20210507,1976380675.96,154428133.1300645,169315697.63737512,1439017024.547218,12.798061052097461,1.373424109823761,11.672755116851786,000016.SH,3406.31,3475.05,3510.4,3402.08,6002595700.0,172169731248.0
000016.SH,上证50,2021,19,20210514,2037077216.96,154428315.98598647,169316040.415091,1438998523.0557222,13.191086129209967,1.4156214786338028,12.031212234623206,000016.SH,3503.04,3410.01,3504.65,3371.13,13308422600.0,355582209528.0
000016.SH,上证50,2021,20,20210521,2021832184.93,154428069.68365124,169315819.418642,1438560871.3761303,13.092387861039517,1.4054547326842772,11.94118890882202,000016.SH,3481.86,3502.74,3556.49,3475.26,12222615100.0,334581706935.0
000016.SH,上证50,2021,21,20210528,2110378650.1100001,154428105.27555856,169315970.41097957,1438563815.5723243,13.665767940002118,1.467003845964524,12.46414407918811,000016.SH,3659.3,3482.99,3709.0,3457.29,16029077000.0,452470183510.0
000016.SH,上证50,2021,22,20210604,2088107146.6,154428209.2016076,169316060.24030596,1438555772.6533241,13.521539603389135,1.4515301987552556,12.332599421675669,000016.SH,3612.7,3652.89,3665.92,3573.7,13734306700.0,380775043755.0
000016.SH,上证50,2021,23,20210611,2074110714.28,154428108.7405836,169316106.11488926,1437838517.0180702,13.4309144312853,1.4425199281637642,12.24993157397923,000016.SH,3576.78,3610.89,3634.92,3558.46,14846204400.0,387146194033.0
000016.SH,上证50,2021,24,20210618,1999072708.0,154428213.80445543,169316005.3779423,1449278883.9396005,12.944996634690884,1.3793568167955952,11.806755678754218,000016.SH,3454.59,3570.4,3579.09,3426.03,13474258300.0,378966187316.0
000016.SH,上证50,2021,25,20210625,2053810863.13,154428096.69139308,169316299.47496969,1452510776.2089515,13.299463680073107,1.4139728921601806,12.13002451328449,000016.SH,3535.02,3440.74,3545.43,3410.4,15744372700.0,478241744345.0
000016.SH,上证50,2021,26,20210702,2028836820.76,151706436.4738888,166471629.66967666,1402941281.3664615,13.373439307627507,1.4461309590832752,12.18728275073503,000016.SH,3408.24,3541.1,3543.7,3403.8,14771313000.0,470188751353.0
000016.SH,上证50,2021,27,20210709,1992417986.1399999,151706681.88598412,166625068.4185374,1393312306.399021,13.13335682628278,1.429986641896067,11.957492381250473,000016.SH,3361.59,3402.11,3434.15,3329.74,15255714400.0,489250277077.0
000016.SH,上证50,2021,28,20210716,1986757883.48,151706330.18926314,166625508.85019255,1361199197.1496658,13.096077671916493,1.459564395600766,11.923491770196051,000016.SH,3369.9,3385.12,3414.42,3328.88,16374271800.0,486894114928.0
000016.SH,上证50,2021,29,20210723,1977045469.9,151706275.046822,166777129.37726262,1360241384.95735,13.032061259758786,1.4534519326964823,11.854415993860718,000016.SH,3357.45,3362.58,3410.82,3322.32,16297633100.0,500188412680.0
000016.SH,上证50,2021,30,20210730,1852144192.81,151706372.77003852,167548460.5625249,1358698659.8800175,12.20874350227555,1.3631751082860102,11.054379053031202,000016.SH,3132.82,3339.86,3339.86,3098.02,20274672900.0,645065802602.0
000016.SH,上证50,2021,31,20210806,1875980100.0,151706401.43207887,167941534.75628677,1359570098.48052,12.365859860171446,1.379833303260074,11.170435608572847,000016.SH,3195.7,3112.3,3266.3,3082.83,17987106000.0,605450428908.0
000016.SH,上证50,2021,32,20210813,1896271923.93,151706634.52304047,167953770.25312057,1359160849.2223563,12.499597858009324,1.3951784478010472,11.290439750606119,000016.SH,3217.84,3171.09,3298.41,3169.19,17174687400.0,522115792795.0
000016.SH,上证50,2021,33,20210820,1834960826.3,151707087.01896018,168831731.74297398,1360690641.670315,12.09541928697549,1.348551074068897,10.868577887322196,000016.SH,3072.75,3212.66,3246.93,3044.88,20157076100.0,547250891102.0
000016.SH,上证50,2021,34,20210827,1858348488.28,151706422.26549548,171997286.48677263,1375837488.4143972,12.249636241686439,1.3507034834627738,10.804522130777427,000016.SH,3123.05,3079.29,3173.37,3069.53,16775237400.0,518359551430.0
000016.SH,上证50,2021,35,20210903,1904618989.73,151706659.2528691,178206204.09940606,1402260833.2955604,12.55461691075357,1.3582487255625684,10.687725488320122,000016.SH,3175.88,3141.12,3203.32,3056.7,27441347300.0,699834042461.0
000016.SH,上证50,2021,36,20210910,1953678567.5,151706634.1099028,178205713.20113525,1402232371.8600605,12.878003516211898,1.393263061605436,10.963052375851406,000016.SH,3252.32,3175.88,3268.73,3166.62,24782428100.0,559122138074.0
000016.SH,上证50,2021,37,20210917,1914376396.71,151706813.4988911,178206547.5650693,1397934265.1179276,12.618921672387465,1.3694323434789735,10.742458247842976,000016.SH,3161.92,3246.86,3271.1,3110.03,23676371300.0,517467792082.0
000016.SH,上证50,2021,38,20210924,1905582080.32,151706633.47393063,178205788.16068333,1397901644.0484722,12.5609674190513,1.3631732163939883,10.69315480708061,000016.SH,3145.11,3100.39,3173.05,3096.03,11376211300.0,259475233023.0
000016.SH,上证50,2021,39,20210930,1931301647.15,151706884.54457042,178206456.1857023,1397919853.8749108,12.73048123654927,1.381553915123676,10.837439274015207,000016.SH,3196.99,3162.43,3224.57,3160.39,15090970100.0,364421429096.0
000016.SH,上证50,2021,40,20211008,1967503637.93,151707132.11368093,178206305.7252147,1397926604.2111652,12.969091238608755,1.4074441619488607,11.040594943726589,000016.SH,3256.26,3229.07,3263.93,3215.56,3892310800.0,105047467733.0
